entity,timestamp,Temperature,TemperatureSpectralScore,SaliencyAnomalyScore,TemperatureFFTScore,TemperatureKmeansScore,MatrixProfileAnomalyScore
MyRoom,2017-10-09 21:13:00,22.5625,3.2430914378677835,24.57651231184012,24.582397235427997,0.4811350684181464,0.45069390943299864
MyRoom,2017-10-09 21:14:00,22.5,3.590925263573814,29.71230191152908,29.74637904936334,0.5360109494829683,0.47186465220442186
MyRoom,2017-10-09 21:15:00,22.8125,3.5145324355130176,24.30273394547793,24.300329783770078,0.4849071868765826,0.4881406047441659
MyRoom,2017-10-09 21:16:00,22.6875,3.4381396074522215,20.05832336511657,20.160948974672483,0.43910102393778205,0.4881406047441659
MyRoom,2017-10-09 21:17:00,22.4375,3.3617467793914253,18.27480687986948,18.300095314085844,0.42903515029559375,0.4550068680800324
MyRoom,2017-10-09 21:18:00,22.4375,3.2853539513306287,18.575450862563805,18.52631423690988,0.42215432934287445,0.4375
MyRoom,2017-10-09 21:19:00,22.8125,3.2089611232698325,25.694858806645392,25.689914010632755,0.5029275155164725,0.4841229182759271
MyRoom,2017-10-09 21:20:00,22.625,3.1325682952090363,26.14871321110766,26.216908838377886,0.5278886620349355,0.3644344934278313
MyRoom,2017-10-09 21:21:00,22.6875,3.365047056913083,24.96601553735475,24.944272015568647,0.5149055470214939,0.3535533905932738
MyRoom,2017-10-09 21:22:00,22.625,3.5975258186171297,20.906022660455736,20.912539546034,0.49590012030716535,0.2576941016011038
MyRoom,2017-10-09 21:23:00,22.5625,3.8300045803211766,20.109062225979667,20.16446154871233,0.5247478142886796,0.3247595264191645
MyRoom,2017-10-09 21:24:00,22.3125,4.062483342025223,18.12384063026056,18.096496804984184,0.5025287804888048,0.30618621784789724
MyRoom,2017-10-09 21:25:00,22.4375,4.29496210372927,15.588278684741292,15.608887227187967,0.46743156143431824,0.33071891388307384
MyRoom,2017-10-09 21:26:00,22.5625,4.5274408654333165,11.988144884834545,11.986407683930688,0.4533155755490365,0.2576941016011038
MyRoom,2017-10-09 21:27:00,22.5625,4.554199699960794,11.720185057111179,11.72462187608996,0.47221220765742244,0.3535533905932738
MyRoom,2017-10-09 21:28:00,22.4375,4.580958534488271,11.360607334555588,11.390641962251953,0.5290029699586812,0.3590351654086268
MyRoom,2017-10-09 21:29:00,22.5,4.607717369015749,10.32291846331921,10.31911240311028,0.5475205644193074,0.3590351654086268
MyRoom,2017-10-09 21:30:00,22.625,4.634476203543226,9.79199590028724,9.802910591008692,0.572880887148839,0.4050462936504913
MyRoom,2017-10-09 21:31:00,22.5,4.6612350380707035,7.115774963345999,7.1408777869958175,0.504791756366464,0.3423265984407288
MyRoom,2017-10-09 21:32:00,22.5,4.687993872598181,8.189850767070507,8.191156796110599,0.5484686498350337,0.4050462936504913
MyRoom,2017-10-09 21:33:00,22.375,4.594125654307729,8.878164414730572,8.889748528577265,0.5376023997051017,0.4192627457812106
MyRoom,2017-10-09 21:34:00,22.5625,4.500257436017277,8.645483127642432,8.651009837975094,0.4966562137069407,0.3590351654086268
MyRoom,2017-10-09 21:35:00,22.4375,4.406389217726826,9.591839639283329,9.60384714400038,0.483279064660158,0.3423265984407288
MyRoom,2017-10-09 21:36:00,22.4375,4.312520999436374,15.660649860859229,15.673096517540873,0.5534411526585329,0.29973947020704494
MyRoom,2017-10-09 21:37:00,22.3125,4.218652781145922,15.95796508137697,15.988964019083248,0.4750844712519545,0.29973947020704494
MyRoom,2017-10-09 21:38:00,22.3125,4.12478456285547,16.72487781574431,16.75363525821968,0.4779567348990666,0.34798527267687634
MyRoom,2017-10-09 21:39:00,22.375,3.9823492093987314,16.57464284288564,16.656593910178316,0.45677795096973584,0.3644344934278313
MyRoom,2017-10-09 21:40:00,22.25,3.839913855941993,17.79919425030925,17.810427822656703,0.44427418845508576,0.385275875185561
MyRoom,2017-10-09 21:41:00,22.625,3.6974785024852546,16.047327090200938,16.03043178975485,0.3983823373603599,0.385275875185561
MyRoom,2017-10-09 21:42:00,22.25,3.555043149028516,16.516344814873438,16.48741715572502,0.3879429628598931,0.3535533905932738
MyRoom,2017-10-09 21:43:00,22.5,3.4126077955717777,16.067690243635923,16.018417602968295,0.38556098720237947,0.34798527267687634
MyRoom,2017-10-09 21:44:00,22.375,3.2701724421150393,16.43848568354188,16.43615660905236,0.4057925803168477,0.3125
MyRoom,2017-10-09 21:45:00,22.25,3.489822012491785,16.568736145915196,16.60214806331663,0.3965622709925471,0.2724311839712921
MyRoom,2017-10-09 21:46:00,22.375,3.7094715828685305,17.033136850286972,17.008069355524178,0.4130348803661345,0.29315098498896436
MyRoom,2017-10-09 21:47:00,22.25,3.9291211532452763,14.498972653268208,14.506347251095777,0.3996496554144032,0.23385358667337133
MyRoom,2017-10-09 21:48:00,22.375,4.148770723622022,13.986139812266588,14.032280888339967,0.33453809851589844,0.2576941016011038
MyRoom,2017-10-09 21:49:00,22.4375,4.368420293998768,12.506960288080887,12.519973146748704,0.3268932406875116,0.2576941016011038
MyRoom,2017-10-09 22:00:00,22.3125,4.588069864375513,10.640270049232411,10.644431287319255,0.30359714751237293,0.2795084971874737
MyRoom,2017-10-09 22:01:00,22.4375,4.632770149131043,11.20958672461827,11.218406729223249,0.3275086470154139,0.29973947020704494
MyRoom,2017-10-09 22:02:00,22.375,4.677470433886573,10.59715230717956,10.641301426192166,0.3190888868375708,0.29973947020704494
MyRoom,2017-10-09 22:03:00,22.125,4.7221707186421025,10.63651106230285,10.631897848109281,0.3300763874228385,0.28641098093474
MyRoom,2017-10-09 22:04:00,22.25,4.7668710033976325,10.218313086375257,10.197151044809734,0.3385494139074701,0.2651650429449553
MyRoom,2017-10-09 22:05:00,22.3125,4.8115712881531625,12.539356499827742,12.525658124153166,0.4218733220269144,0.2724311839712921
MyRoom,2017-10-09 22:06:00,22.1875,4.8562715729086925,12.072737405485835,12.098787857552297,0.4631606597083454,0.1875
MyRoom,2017-10-09 22:07:00,22.3125,4.885712466982657,12.153011670124432,12.162887337381878,0.5091061547258856,0.13975424859373686
MyRoom,2017-10-09 22:08:00,22.25,4.915153361056621,11.214209694839894,11.22793816528217,0.4719865416629698,0.21650635094610965
MyRoom,2017-10-09 22:09:00,22.1875,4.9445942551305855,9.51996567883065,9.528182795646373,0.3899778481514032,0.1875
MyRoom,2017-10-09 22:10:00,22.0625,4.974035149204549,9.034958067054415,9.04754410985765,0.39661039284951916,0.20728904939721035
MyRoom,2017-10-09 22:11:00,22.125,5.003476043278513,8.986124087827331,8.985396310543821,0.37278307650837134,0.21650635094610965
MyRoom,2017-10-09 22:12:00,22.125,5.032916937352478,8.42685162967317,8.422721858973786,0.32323526617581144,0.21650635094610965
MyRoom,2017-10-09 22:13:00,22.0,5.047667095962003,8.386366347772725,8.408969117572132,0.31084867683621176,0.25
MyRoom,2017-10-09 22:14:00,22.0625,5.062417254571528,7.011868434034229,7.000026741860867,0.2544858957444976,0.25
MyRoom,2017-10-09 22:15:00,22.1875,5.077167413181054,6.35408766095866,6.350005371921899,0.21435197546896412,0.24206145913796356
MyRoom,2017-10-09 22:16:00,22.125,5.09191757179058,6.084864340977552,6.0840011968241585,0.22014434682293305,0.24206145913796356
